"INDICATOR_CODE","INDICATOR_NAME","SOURCE_NOTE","SOURCE_ORGANIZATION",
"NY.GDS.TOTL.ZS","Gross domestic savings (% of GDP)","Gross domestic savings are calculated as GDP less final consumption expenditure (total consumption).","World Bank national accounts data, and OECD National Accounts data files.",
